date,region,latitude,longitude,temperature,humidite_air,precipitations,rayonnement,vitesse_vent,evapotranspiration,humidite_sol,type_sol,type_plante,stade_croissance,besoin_eau_annuel_mm,besoin_eau_journalier_mm
2019-06-23,tanger_tetouan_al_hoceima,35.77,-5.8,20.71,78.74,0.0,29.41,1.75,0.08,25.8,limoneux,courgette,croissance,500,0.06
2019-06-24,tanger_tetouan_al_hoceima,35.77,-5.8,20.95,75.92,0.0,28.35,1.49,0.12,17.7,limoneux,tomate,croissance,600,0.09
2019-06-25,tanger_tetouan_al_hoceima,35.77,-5.8,22.05,72.19,0.0,28.95,1.22,0.13,53.3,sableux,tomate,floraison,600,0.15
2019-06-26,tanger_tetouan_al_hoceima,35.77,-5.8,22.46,72.52,0.0,28.41,0.78,0.1,49.4,argileux,agrume,repos,1000,0.08
2019-06-27,tanger_tetouan_al_hoceima,35.77,-5.8,22.25,74.64,0.0,25.27,1.34,0.1,35.4,argilo-limoneux,agrume,maturité,1000,0.07
2019-06-28,tanger_tetouan_al_hoceima,35.77,-5.8,22.03,77.19,0.0,28.9,2.15,0.07,21.8,argilo-limoneux,tomate,floraison,600,0.08
2019-06-29,tanger_tetouan_al_hoceima,35.77,-5.8,23.36,72.14,0.0,29.38,1.65,0.11,19.4,argilo-limoneux,tomate,maturité,600,0.09
2019-06-30,tanger_tetouan_al_hoceima,35.77,-5.8,21.92,79.77,0.0,27.91,2.7,0.09,63.7,sableux,tomate,croissance,600,0.07
2019-07-01,tanger_tetouan_al_hoceima,35.77,-5.8,21.58,77.81,0.1,28.74,3.31,0.09,22.1,sableux,courgette,germination,500,0.0
2019-07-02,tanger_tetouan_al_hoceima,35.77,-5.8,20.9,78.15,0.03,29.82,2.73,0.08,37.8,calcaire,agrume,floraison,1000,0.03
2019-07-03,tanger_tetouan_al_hoceima,35.77,-5.8,20.81,76.6,0.07,27.59,1.82,0.07,74.4,calcaire,agrume,fructification,1000,0.0
2019-07-04,tanger_tetouan_al_hoceima,35.77,-5.8,20.88,72.91,0.01,28.89,1.93,0.07,72.6,calcaire,courgette,germination,500,0.03
2019-07-05,tanger_tetouan_al_hoceima,35.77,-5.8,21.44,71.15,0.0,29.38,1.93,0.08,30.9,sableux,tomate,croissance,600,0.06
2019-07-06,tanger_tetouan_al_hoceima,35.77,-5.8,21.4,74.73,0.0,12.93,2.46,0.08,25.4,sableux,tomate,croissance,600,0.06
2019-07-07,tanger_tetouan_al_hoceima,35.77,-5.8,20.73,78.58,0.0,25.63,3.36,0.06,39.5,argileux,tomate,croissance,600,0.04
2019-07-08,tanger_tetouan_al_hoceima,35.77,-5.8,20.25,79.24,0.0,29.41,3.73,0.05,17.0,limoneux,vigne,maturité,400,0.02
2019-07-09,tanger_tetouan_al_hoceima,35.77,-5.8,20.9,77.06,0.0,30.53,2.74,0.07,19.3,argilo-limoneux,courgette,floraison,500,0.07
2019-07-10,tanger_tetouan_al_hoceima,35.77,-5.8,21.31,72.58,0.0,29.98,2.72,0.05,54.7,calcaire,poivron,floraison,550,0.05
2019-07-11,tanger_tetouan_al_hoceima,35.77,-5.8,21.69,78.24,0.0,26.93,3.3,0.03,47.7,argileux,poivron,maturité,550,0.03
2019-07-12,tanger_tetouan_al_hoceima,35.77,-5.8,22.07,80.14,0.0,19.87,1.27,0.05,19.3,sableux,poivron,floraison,550,0.05
2019-07-13,tanger_tetouan_al_hoceima,35.77,-5.8,21.41,80.53,0.0,28.16,2.81,0.05,59.9,calcaire,poivron,floraison,550,0.05
2019-07-14,tanger_tetouan_al_hoceima,35.77,-5.8,21.72,78.72,0.0,28.95,2.75,0.06,22.5,argilo-limoneux,vigne,floraison,400,0.05
2019-07-15,tanger_tetouan_al_hoceima,35.77,-5.8,21.82,80.38,0.03,28.71,2.64,0.05,45.0,limoneux,courgette,maturité,500,0.01
2019-07-16,tanger_tetouan_al_hoceima,35.77,-5.8,22.07,73.8,0.03,29.05,1.52,0.05,50.9,argileux,agrume,maturité,1000,0.0
2019-07-17,tanger_tetouan_al_hoceima,35.77,-5.8,20.63,81.67,0.05,28.9,2.81,0.03,30.0,calcaire,agrume,fructification,1000,0.0
2019-07-18,tanger_tetouan_al_hoceima,35.77,-5.8,22.51,69.92,0.01,30.49,1.85,0.05,50.2,calcaire,tomate,croissance,600,0.03
2019-07-19,tanger_tetouan_al_hoceima,35.77,-5.8,21.78,79.91,0.02,24.81,3.97,0.02,17.4,calcaire,tomate,floraison,600,0.0
2019-07-20,tanger_tetouan_al_hoceima,35.77,-5.8,24.87,66.95,0.0,27.44,1.49,0.05,54.1,calcaire,poivron,maturité,550,0.04
2019-07-21,tanger_tetouan_al_hoceima,35.77,-5.8,24.06,74.98,0.02,28.07,1.51,0.04,41.2,calcaire,courgette,croissance,500,0.01
2019-07-22,tanger_tetouan_al_hoceima,35.77,-5.8,23.2,84.88,0.17,23.71,3.84,0.02,35.9,argilo-limoneux,agrume,repos,1000,0.0
2019-07-23,tanger_tetouan_al_hoceima,35.77,-5.8,23.67,78.52,0.02,24.27,2.92,0.03,66.5,argileux,courgette,floraison,500,0.01
2019-07-24,tanger_tetouan_al_hoceima,35.77,-5.8,23.81,76.68,0.02,24.56,2.33,0.03,32.3,argilo-limoneux,courgette,maturité,500,0.0
2019-07-25,tanger_tetouan_al_hoceima,35.77,-5.8,24.42,72.49,0.01,26.61,1.46,0.04,20.3,argilo-limoneux,agrume,repos,1000,0.02
2019-07-26,tanger_tetouan_al_hoceima,35.77,-5.8,22.48,76.34,0.04,26.22,3.8,0.04,73.2,argileux,courgette,floraison,500,0.0
2019-07-27,tanger_tetouan_al_hoceima,35.77,-5.8,21.68,75.27,0.1,27.96,4.26,0.03,42.7,calcaire,agrume,repos,1000,0.0
2019-07-28,tanger_tetouan_al_hoceima,35.77,-5.8,21.76,78.75,0.03,25.15,2.73,0.03,36.7,calcaire,tomate,croissance,600,0.0
2019-07-29,tanger_tetouan_al_hoceima,35.77,-5.8,22.85,73.44,0.0,28.87,2.39,0.04,27.2,argileux,agrume,maturité,1000,0.03
2019-07-30,tanger_tetouan_al_hoceima,35.77,-5.8,24.95,51.73,0.0,28.35,1.46,0.05,41.3,limoneux,vigne,débourrement,400,0.03
2019-07-31,tanger_tetouan_al_hoceima,35.77,-5.8,22.62,85.36,0.03,25.09,4.63,0.01,73.4,argileux,agrume,repos,1000,0.0
2019-08-01,tanger_tetouan_al_hoceima,35.77,-5.8,23.87,78.68,0.02,24.81,2.21,0.02,33.6,sableux,vigne,débourrement,400,0.0
2019-08-02,tanger_tetouan_al_hoceima,35.77,-5.8,24.47,67.81,0.0,27.67,1.75,0.04,28.5,argileux,tomate,maturité,600,0.03
2019-08-03,tanger_tetouan_al_hoceima,35.77,-5.8,23.68,70.99,0.01,27.22,1.14,0.02,53.9,argileux,tomate,maturité,600,0.01
2019-08-04,tanger_tetouan_al_hoceima,35.77,-5.8,23.18,71.12,0.03,27.19,1.82,0.03,45.5,limoneux,poivron,maturité,550,0.0
2019-08-05,tanger_tetouan_al_hoceima,35.77,-5.8,23.61,72.98,0.02,27.15,1.73,0.03,73.8,argilo-limoneux,courgette,maturité,500,0.0
2019-08-06,tanger_tetouan_al_hoceima,35.77,-5.8,23.16,72.6,0.03,26.44,1.95,0.03,23.7,calcaire,poivron,maturité,550,0.0
2019-08-07,tanger_tetouan_al_hoceima,35.77,-5.8,22.92,77.19,0.07,26.07,2.45,0.02,31.6,argileux,poivron,croissance,550,0.0
2019-08-08,tanger_tetouan_al_hoceima,35.77,-5.8,24.4,68.75,0.05,26.38,1.94,0.02,31.0,calcaire,agrume,fructification,1000,0.0
2019-08-09,tanger_tetouan_al_hoceima,35.77,-5.8,22.86,81.59,0.0,23.58,2.7,0.02,65.2,limoneux,tomate,floraison,600,0.02
2019-08-10,tanger_tetouan_al_hoceima,35.77,-5.8,23.79,71.93,0.0,26.12,2.41,0.02,41.8,sableux,vigne,maturité,400,0.01
2019-08-11,tanger_tetouan_al_hoceima,35.77,-5.8,23.14,65.01,0.0,25.94,2.94,0.02,48.1,limoneux,agrume,fructification,1000,0.01
2019-08-12,tanger_tetouan_al_hoceima,35.77,-5.8,23.31,54.0,0.0,24.2,2.48,0.02,71.0,argilo-limoneux,vigne,maturité,400,0.01
2019-08-13,tanger_tetouan_al_hoceima,35.77,-5.8,22.5,81.23,0.0,27.63,2.33,0.01,38.0,calcaire,poivron,croissance,550,0.01
2019-08-14,tanger_tetouan_al_hoceima,35.77,-5.8,22.95,83.59,0.0,24.89,3.87,0.0,59.7,limoneux,agrume,repos,1000,0.0
2019-08-15,tanger_tetouan_al_hoceima,35.77,-5.8,23.75,72.92,0.0,26.24,2.6,0.01,44.7,sableux,agrume,maturité,1000,0.01
2019-08-16,tanger_tetouan_al_hoceima,35.77,-5.8,23.75,67.76,0.0,26.67,2.45,0.01,72.9,calcaire,tomate,croissance,600,0.01
2019-08-17,tanger_tetouan_al_hoceima,35.77,-5.8,23.84,73.25,0.0,26.48,2.39,0.01,21.0,argilo-limoneux,courgette,germination,500,0.01
2019-08-18,tanger_tetouan_al_hoceima,35.77,-5.8,23.37,70.84,0.0,27.3,2.01,0.01,39.6,sableux,agrume,repos,1000,0.01
2019-08-19,tanger_tetouan_al_hoceima,35.77,-5.8,23.29,76.1,0.0,27.22,2.7,0.01,61.9,argilo-limoneux,poivron,germination,550,0.01
2019-08-20,tanger_tetouan_al_hoceima,35.77,-5.8,23.54,67.27,0.01,27.14,1.45,0.01,56.6,calcaire,courgette,floraison,500,0.0
2019-08-21,tanger_tetouan_al_hoceima,35.77,-5.8,23.2,84.49,0.03,25.41,4.44,0.0,37.8,calcaire,tomate,floraison,600,0.0
2019-08-22,tanger_tetouan_al_hoceima,35.77,-5.8,23.06,81.78,0.02,22.64,6.61,0.0,17.2,calcaire,courgette,maturité,500,0.0
2019-08-23,tanger_tetouan_al_hoceima,35.77,-5.8,23.03,81.73,0.02,21.94,6.82,0.0,74.8,limoneux,tomate,croissance,600,0.0
2019-08-24,tanger_tetouan_al_hoceima,35.77,-5.8,22.79,81.44,0.01,24.28,5.74,0.0,60.6,argileux,tomate,maturité,600,0.0
2019-08-25,tanger_tetouan_al_hoceima,35.77,-5.8,22.99,81.9,0.02,23.62,5.73,0.0,56.6,sableux,tomate,maturité,600,0.0
2019-08-26,tanger_tetouan_al_hoceima,35.77,-5.8,22.75,84.82,0.22,16.85,2.53,0.0,62.8,limoneux,tomate,germination,600,0.0
2019-08-27,tanger_tetouan_al_hoceima,35.77,-5.8,22.12,75.27,0.02,26.1,2.1,0.01,40.8,limoneux,courgette,floraison,500,0.0
2019-08-28,tanger_tetouan_al_hoceima,35.77,-5.8,23.51,69.08,0.0,25.59,2.66,0.01,55.9,calcaire,poivron,maturité,550,0.01
2019-08-29,tanger_tetouan_al_hoceima,35.77,-5.8,23.54,81.74,0.01,15.99,4.72,0.0,19.7,sableux,poivron,croissance,550,0.0
2019-08-30,tanger_tetouan_al_hoceima,35.77,-5.8,23.93,78.61,0.01,23.12,3.79,0.01,69.8,argilo-limoneux,agrume,floraison,1000,0.0
2019-08-31,tanger_tetouan_al_hoceima,35.77,-5.8,24.29,76.03,0.01,23.26,3.08,0.01,53.3,argilo-limoneux,poivron,croissance,550,0.0
2019-09-01,tanger_tetouan_al_hoceima,35.77,-5.8,24.76,73.8,0.0,23.68,1.61,0.01,68.9,argileux,agrume,fructification,1000,0.01
2019-09-02,tanger_tetouan_al_hoceima,35.77,-5.8,23.77,80.99,0.01,20.07,3.73,0.01,24.5,calcaire,agrume,fructification,1000,0.0
2019-09-03,tanger_tetouan_al_hoceima,35.77,-5.8,23.91,85.23,0.34,20.08,4.66,0.0,32.9,calcaire,agrume,fructification,1000,0.0
2019-09-04,tanger_tetouan_al_hoceima,35.77,-5.8,23.65,84.39,0.38,22.26,2.94,0.01,65.7,argilo-limoneux,agrume,fructification,1000,0.0
2019-09-05,tanger_tetouan_al_hoceima,35.77,-5.8,23.0,83.58,0.16,21.72,2.79,0.01,21.4,argilo-limoneux,poivron,maturité,550,0.0
2019-09-06,tanger_tetouan_al_hoceima,35.77,-5.8,23.3,84.14,0.27,22.42,5.68,0.01,32.8,calcaire,agrume,fructification,1000,0.0
2019-09-07,tanger_tetouan_al_hoceima,35.77,-5.8,22.67,85.93,1.55,13.84,6.3,0.0,31.5,argilo-limoneux,courgette,germination,500,0.0
2019-09-08,tanger_tetouan_al_hoceima,35.77,-5.8,22.9,79.47,4.07,11.62,3.28,0.02,59.7,calcaire,vigne,repos,400,0.0
2019-09-09,tanger_tetouan_al_hoceima,35.77,-5.8,23.37,73.93,0.07,22.55,1.8,0.03,63.1,calcaire,courgette,croissance,500,0.0
2019-09-10,tanger_tetouan_al_hoceima,35.77,-5.8,20.88,74.86,0.01,21.04,4.58,0.02,30.0,calcaire,poivron,croissance,550,0.0
2019-09-11,tanger_tetouan_al_hoceima,35.77,-5.8,21.96,60.19,0.0,23.2,1.97,0.03,33.5,argileux,poivron,germination,550,0.02
2019-09-12,tanger_tetouan_al_hoceima,35.77,-5.8,20.65,75.57,0.07,19.64,4.23,0.01,36.9,calcaire,agrume,repos,1000,0.0
2019-09-13,tanger_tetouan_al_hoceima,35.77,-5.8,21.2,77.79,0.79,18.68,4.12,0.01,34.6,limoneux,poivron,germination,550,0.0
2019-09-14,tanger_tetouan_al_hoceima,35.77,-5.8,21.73,88.96,1.8,18.97,3.94,0.01,22.9,sableux,agrume,floraison,1000,0.0
2019-09-15,tanger_tetouan_al_hoceima,35.77,-5.8,22.53,76.73,0.72,21.02,1.17,0.06,45.1,calcaire,vigne,floraison,400,0.0
2019-09-16,tanger_tetouan_al_hoceima,35.77,-5.8,22.61,72.05,0.12,20.33,1.1,0.04,69.8,limoneux,courgette,croissance,500,0.0
2019-09-17,tanger_tetouan_al_hoceima,35.77,-5.8,22.56,82.74,0.25,18.84,2.38,0.02,63.3,limoneux,agrume,fructification,1000,0.0
2019-09-18,tanger_tetouan_al_hoceima,35.77,-5.8,21.51,80.19,0.0,21.33,1.79,0.03,60.2,sableux,agrume,repos,1000,0.02
2019-09-19,tanger_tetouan_al_hoceima,35.77,-5.8,21.61,76.98,0.0,21.81,1.53,0.03,36.9,calcaire,poivron,maturité,550,0.03
2019-09-20,tanger_tetouan_al_hoceima,35.77,-5.8,21.68,88.03,0.1,12.89,1.36,0.01,47.2,limoneux,agrume,repos,1000,0.0
2019-09-21,tanger_tetouan_al_hoceima,35.77,-5.8,21.45,82.48,0.05,13.79,1.98,0.01,50.1,limoneux,agrume,fructification,1000,0.0
2019-09-22,tanger_tetouan_al_hoceima,35.77,-5.8,21.49,82.06,0.48,12.49,3.58,0.02,43.3,sableux,courgette,germination,500,0.0
2019-09-23,tanger_tetouan_al_hoceima,35.77,-5.8,22.2,67.01,0.0,21.2,1.89,0.03,28.3,calcaire,vigne,floraison,400,0.03
2019-09-24,tanger_tetouan_al_hoceima,35.77,-5.8,22.77,66.21,0.0,21.56,1.9,0.03,54.0,limoneux,tomate,maturité,600,0.02
2019-09-25,tanger_tetouan_al_hoceima,35.77,-5.8,22.34,72.49,0.0,20.62,2.62,0.02,71.8,argileux,tomate,croissance,600,0.01
2019-09-26,tanger_tetouan_al_hoceima,35.77,-5.8,21.68,75.34,0.01,21.03,1.64,0.01,20.8,argileux,courgette,maturité,500,0.0
2019-09-27,tanger_tetouan_al_hoceima,35.77,-5.8,22.29,75.2,0.02,20.35,1.73,0.01,42.2,argilo-limoneux,vigne,débourrement,400,0.0
2019-09-28,tanger_tetouan_al_hoceima,35.77,-5.8,21.71,73.66,0.0,19.7,2.09,0.01,59.5,calcaire,vigne,maturité,400,0.0
2019-09-29,tanger_tetouan_al_hoceima,35.77,-5.8,22.08,79.76,0.0,20.13,1.49,0.01,65.0,argileux,poivron,maturité,550,0.01
2019-09-30,tanger_tetouan_al_hoceima,35.77,-5.8,22.86,63.36,0.01,18.44,0.61,0.01,17.0,limoneux,vigne,maturité,400,0.0
2019-10-01,tanger_tetouan_al_hoceima,35.77,-5.8,21.86,75.7,0.0,20.59,2.91,0.02,41.7,argilo-limoneux,courgette,croissance,500,0.01
2019-10-02,tanger_tetouan_al_hoceima,35.77,-5.8,20.26,74.49,0.0,20.0,3.63,0.01,73.9,argileux,poivron,floraison,550,0.01
2019-10-03,tanger_tetouan_al_hoceima,35.77,-5.8,20.5,74.79,0.0,20.01,2.49,0.01,38.9,argileux,courgette,floraison,500,0.01
2019-10-04,tanger_tetouan_al_hoceima,35.77,-5.8,21.13,72.5,0.0,19.88,1.85,0.01,20.5,argilo-limoneux,poivron,germination,550,0.01
2019-10-05,tanger_tetouan_al_hoceima,35.77,-5.8,20.71,82.86,0.0,18.55,1.97,0.01,62.2,argileux,poivron,germination,550,0.01
2019-10-06,tanger_tetouan_al_hoceima,35.77,-5.8,21.17,72.99,0.0,19.93,2.1,0.01,27.3,calcaire,poivron,croissance,550,0.01
2019-10-07,tanger_tetouan_al_hoceima,35.77,-5.8,21.7,68.88,0.0,19.44,1.81,0.01,28.0,calcaire,vigne,débourrement,400,0.01
2019-10-08,tanger_tetouan_al_hoceima,35.77,-5.8,21.02,82.35,0.0,17.94,4.37,0.0,62.3,sableux,poivron,floraison,550,0.0
2019-10-09,tanger_tetouan_al_hoceima,35.77,-5.8,21.14,76.78,0.0,17.97,3.06,0.0,66.5,limoneux,vigne,repos,400,0.0
2019-10-10,tanger_tetouan_al_hoceima,35.77,-5.8,20.64,87.15,0.0,16.57,6.18,0.0,30.0,calcaire,poivron,croissance,550,0.0
2019-10-11,tanger_tetouan_al_hoceima,35.77,-5.8,20.67,88.36,0.0,11.93,4.83,0.0,22.9,argileux,poivron,germination,550,0.0
2019-10-12,tanger_tetouan_al_hoceima,35.77,-5.8,20.98,85.28,0.0,15.69,2.57,0.0,34.4,calcaire,courgette,croissance,500,0.0
2019-10-13,tanger_tetouan_al_hoceima,35.77,-5.8,20.54,85.74,0.27,14.94,2.63,0.0,22.6,argileux,poivron,floraison,550,0.0
2019-10-14,tanger_tetouan_al_hoceima,35.77,-5.8,19.85,80.76,2.64,9.98,4.47,0.01,43.6,argileux,agrume,repos,1000,0.0
2019-10-15,tanger_tetouan_al_hoceima,35.77,-5.8,18.27,60.12,0.04,16.62,2.7,0.01,45.2,argilo-limoneux,courgette,germination,500,0.0
2019-10-16,tanger_tetouan_al_hoceima,35.77,-5.8,18.39,60.99,0.0,18.29,1.72,0.01,33.1,calcaire,vigne,repos,400,0.0
2019-10-17,tanger_tetouan_al_hoceima,35.77,-5.8,18.89,72.48,0.0,17.84,2.61,0.01,65.8,argilo-limoneux,tomate,germination,600,0.01
2019-10-18,tanger_tetouan_al_hoceima,35.77,-5.8,19.94,85.62,0.25,15.76,2.18,0.01,57.7,argilo-limoneux,agrume,repos,1000,0.0
2019-10-19,tanger_tetouan_al_hoceima,35.77,-5.8,20.23,88.1,7.05,12.35,3.64,0.01,34.3,argileux,agrume,repos,1000,0.0
2019-10-20,tanger_tetouan_al_hoceima,35.77,-5.8,17.73,72.7,2.67,12.81,3.85,0.03,31.5,sableux,poivron,germination,550,0.0
2019-10-21,tanger_tetouan_al_hoceima,35.77,-5.8,17.73,61.2,0.11,15.34,1.82,0.03,74.7,argilo-limoneux,vigne,floraison,400,0.0
2019-10-22,tanger_tetouan_al_hoceima,35.77,-5.8,16.04,72.46,7.97,10.62,3.05,0.01,45.3,argilo-limoneux,vigne,floraison,400,0.0
2019-10-23,tanger_tetouan_al_hoceima,35.77,-5.8,17.34,69.76,1.16,10.64,5.44,0.05,66.2,argileux,agrume,repos,1000,0.0
2019-10-24,tanger_tetouan_al_hoceima,35.77,-5.8,17.5,67.27,0.03,16.6,3.21,0.06,42.1,argilo-limoneux,vigne,débourrement,400,0.01
2019-10-25,tanger_tetouan_al_hoceima,35.77,-5.8,17.97,77.36,0.0,17.02,4.77,0.04,64.6,limoneux,poivron,maturité,550,0.03
2019-10-26,tanger_tetouan_al_hoceima,35.77,-5.8,18.53,82.42,0.04,16.04,4.14,0.03,33.8,argileux,agrume,maturité,1000,0.0
2019-10-27,tanger_tetouan_al_hoceima,35.77,-5.8,18.34,88.39,0.44,14.5,3.18,0.02,72.2,limoneux,courgette,floraison,500,0.0
2019-10-28,tanger_tetouan_al_hoceima,35.77,-5.8,19.21,86.21,0.02,13.74,1.73,0.02,64.9,argileux,agrume,repos,1000,0.0
2019-10-29,tanger_tetouan_al_hoceima,35.77,-5.8,19.47,84.05,0.0,14.72,1.99,0.03,59.7,argileux,tomate,maturité,600,0.02
2019-10-30,tanger_tetouan_al_hoceima,35.77,-5.8,19.37,88.06,0.0,13.65,1.99,0.02,18.6,calcaire,courgette,croissance,500,0.01
2019-10-31,tanger_tetouan_al_hoceima,35.77,-5.8,20.09,89.33,0.0,8.6,2.61,0.02,39.6,argileux,vigne,floraison,400,0.02
2019-11-01,tanger_tetouan_al_hoceima,35.77,-5.8,20.09,91.25,0.19,10.43,2.93,0.02,51.0,limoneux,agrume,repos,1000,0.0
2019-11-02,tanger_tetouan_al_hoceima,35.77,-5.8,20.08,90.08,4.32,6.92,4.39,0.02,45.4,calcaire,courgette,germination,500,0.0
2019-11-03,tanger_tetouan_al_hoceima,35.77,-5.8,19.6,82.64,1.11,10.84,5.5,0.03,65.8,sableux,poivron,maturité,550,0.0
2019-11-04,tanger_tetouan_al_hoceima,35.77,-5.8,18.96,84.49,2.8,8.13,4.5,0.03,60.8,argileux,courgette,floraison,500,0.0
2019-11-05,tanger_tetouan_al_hoceima,35.77,-5.8,17.86,74.14,1.07,13.41,5.12,0.04,65.7,argilo-limoneux,vigne,débourrement,400,0.0
2019-11-06,tanger_tetouan_al_hoceima,35.77,-5.8,16.5,75.31,0.01,13.98,4.07,0.03,70.7,calcaire,vigne,repos,400,0.0
2019-11-07,tanger_tetouan_al_hoceima,35.77,-5.8,17.1,77.82,2.63,9.49,4.32,0.02,31.4,sableux,courgette,germination,500,0.0
2019-11-08,tanger_tetouan_al_hoceima,35.77,-5.8,15.23,66.24,0.01,12.68,4.4,0.04,15.4,limoneux,courgette,floraison,500,0.03
2019-11-09,tanger_tetouan_al_hoceima,35.77,-5.8,14.67,66.54,0.33,14.46,3.94,0.03,23.5,argileux,poivron,maturité,550,0.0
2019-11-10,tanger_tetouan_al_hoceima,35.77,-5.8,16.17,71.44,0.7,10.59,5.73,0.03,27.9,calcaire,tomate,germination,600,0.0
2019-11-11,tanger_tetouan_al_hoceima,35.77,-5.8,16.31,85.45,1.91,3.5,3.91,0.01,24.4,limoneux,agrume,maturité,1000,0.0
2019-11-12,tanger_tetouan_al_hoceima,35.77,-5.8,15.72,75.52,0.02,12.38,4.01,0.03,50.8,calcaire,courgette,floraison,500,0.01
2019-11-13,tanger_tetouan_al_hoceima,35.77,-5.8,16.63,85.95,0.95,8.16,4.4,0.02,60.3,sableux,tomate,croissance,600,0.0
2019-11-14,tanger_tetouan_al_hoceima,35.77,-5.8,15.32,79.34,2.27,6.35,5.85,0.01,41.6,limoneux,tomate,germination,600,0.0
2019-11-15,tanger_tetouan_al_hoceima,35.77,-5.8,13.46,66.54,0.52,9.04,5.67,0.03,41.5,calcaire,agrume,maturité,1000,0.0
2019-11-16,tanger_tetouan_al_hoceima,35.77,-5.8,11.7,68.78,0.0,13.87,3.75,0.02,21.8,calcaire,courgette,croissance,500,0.01
2019-11-17,tanger_tetouan_al_hoceima,35.77,-5.8,14.62,78.31,4.98,8.3,4.32,0.02,55.7,limoneux,agrume,repos,1000,0.0
2019-11-18,tanger_tetouan_al_hoceima,35.77,-5.8,14.16,76.96,5.98,12.9,4.48,0.08,55.0,calcaire,vigne,maturité,400,0.0
2019-11-19,tanger_tetouan_al_hoceima,35.77,-5.8,14.49,72.39,0.01,10.88,2.22,0.04,74.1,argilo-limoneux,tomate,croissance,600,0.02
2019-11-20,tanger_tetouan_al_hoceima,35.77,-5.8,14.61,80.52,8.15,3.55,4.07,0.02,33.1,sableux,tomate,germination,600,0.0
2019-11-21,tanger_tetouan_al_hoceima,35.77,-5.8,15.39,89.72,22.11,5.14,4.24,0.04,32.4,limoneux,poivron,croissance,550,0.0
2019-11-22,tanger_tetouan_al_hoceima,35.77,-5.8,17.03,91.96,22.52,4.17,6.88,0.21,59.8,argilo-limoneux,tomate,germination,600,0.0
2019-11-23,tanger_tetouan_al_hoceima,35.77,-5.8,15.71,76.96,0.98,8.63,5.81,0.7,47.0,argilo-limoneux,poivron,croissance,550,0.0
2019-11-24,tanger_tetouan_al_hoceima,35.77,-5.8,14.08,82.64,0.02,11.82,3.19,0.41,38.8,argileux,poivron,floraison,550,0.41
2019-11-25,tanger_tetouan_al_hoceima,35.77,-5.8,16.07,89.31,0.21,11.31,3.09,0.3,42.6,argileux,tomate,maturité,600,0.03
2019-11-26,tanger_tetouan_al_hoceima,35.77,-5.8,16.98,92.16,0.79,8.91,2.75,0.2,40.8,calcaire,tomate,floraison,600,0.0
2019-11-27,tanger_tetouan_al_hoceima,35.77,-5.8,16.78,90.72,2.75,5.13,3.14,0.23,21.9,limoneux,agrume,maturité,1000,0.0
2019-11-28,tanger_tetouan_al_hoceima,35.77,-5.8,15.9,85.86,0.14,11.49,1.84,0.37,63.1,sableux,tomate,floraison,600,0.29
2019-11-29,tanger_tetouan_al_hoceima,35.77,-5.8,15.82,83.41,0.01,12.34,2.06,0.41,20.3,limoneux,vigne,maturité,400,0.17
2019-11-30,tanger_tetouan_al_hoceima,35.77,-5.8,15.87,83.49,0.61,11.86,1.9,0.35,50.3,argilo-limoneux,tomate,croissance,600,0.0
2019-12-01,tanger_tetouan_al_hoceima,35.77,-5.8,15.44,86.35,9.2,5.84,4.1,0.23,67.2,argilo-limoneux,vigne,repos,400,0.0
2019-12-02,tanger_tetouan_al_hoceima,35.77,-5.8,14.42,84.55,12.71,6.44,3.33,0.11,61.7,limoneux,courgette,croissance,500,0.0
2019-12-03,tanger_tetouan_al_hoceima,35.77,-5.8,14.71,80.94,5.04,3.78,2.61,0.25,45.6,calcaire,tomate,germination,600,0.0
2019-12-04,tanger_tetouan_al_hoceima,35.77,-5.8,14.51,79.93,1.59,6.61,3.36,0.51,29.2,sableux,courgette,floraison,500,0.0
2019-12-05,tanger_tetouan_al_hoceima,35.77,-5.8,14.46,80.81,1.35,8.02,3.9,0.4,25.4,sableux,poivron,floraison,550,0.0
2019-12-06,tanger_tetouan_al_hoceima,35.77,-5.8,15.68,85.42,0.53,9.03,6.37,0.46,72.1,sableux,poivron,germination,550,0.0
2019-12-07,tanger_tetouan_al_hoceima,35.77,-5.8,15.64,83.03,0.04,9.76,3.44,0.46,60.6,calcaire,agrume,maturité,1000,0.28
2019-12-08,tanger_tetouan_al_hoceima,35.77,-5.8,15.36,82.03,0.01,10.96,2.16,0.53,24.1,limoneux,agrume,fructification,1000,0.36
2019-12-09,tanger_tetouan_al_hoceima,35.77,-5.8,15.52,90.17,0.04,6.65,2.63,0.26,52.9,argilo-limoneux,tomate,maturité,600,0.17
2019-12-10,tanger_tetouan_al_hoceima,35.77,-5.8,14.5,80.05,0.0,10.66,2.73,0.45,45.4,limoneux,courgette,germination,500,0.23
2019-12-11,tanger_tetouan_al_hoceima,35.77,-5.8,14.72,82.28,0.06,9.95,3.91,0.46,17.3,argilo-limoneux,courgette,maturité,500,0.31
2019-12-12,tanger_tetouan_al_hoceima,35.77,-5.8,13.42,75.28,0.05,9.99,4.61,0.34,53.7,argileux,courgette,floraison,500,0.29
2019-12-13,tanger_tetouan_al_hoceima,35.77,-5.8,16.17,83.09,0.66,5.66,5.0,0.28,49.8,argilo-limoneux,tomate,maturité,600,0.0
